Release Date,Series,Set Name,Set Code,Card Name,Card Number,Set Total,Rarity,Price,Price Source,Previous Price,Card ID,Picture URL,Set Logo,Set Symbol,Last Checked,Last Priced,Supertype,Subtypes,PSA10 Slab Price,Is 1st Edition,Price Volatile
1996/10/15,Base,PMCG Promos (Japanese),JP,Moltres (ANA '99),059,,Rare Holo,N/A,,N/A,jp-pmcg-promos-pokemon-japan-059,N/A,N/A,N/A,2026-09-24,,Pokémon,Basic,,,
1996/10/15,Base,PMCG Promos (Japanese),JP,Exeggutor (Card Trainers '99),060,,Rare Holo,N/A,,N/A,jp-pmcg-promos-pokemon-japan-060,N/A,N/A,N/A,2026-09-24,,Pokémon,Basic,,,
1996/10/15,Base,PMCG Promos (Japanese),JP,Exeggutor (Tropical Battle '99),061,,Rare Holo,N/A,,N/A,jp-pmcg-promos-pokemon-japan-061,N/A,N/A,N/A,2026-09-24,,Pokémon,Basic,,,
1996/10/15,Base,PMCG Promos (Japanese),JP,Psyduck (How I Became a Pokémon Card '99),062,,Rare Holo,N/A,,N/A,jp-pmcg-promos-pokemon-japan-062,N/A,N/A,N/A,2026-09-24,,Pokémon,Basic,,,
1996/10/15,Base,PMCG Promos (Japanese),JP,Team Rocket's Meowth (CD '99),063,,Rare Holo,N/A,,N/A,jp-pmcg-promos-pokemon-japan-063,N/A,N/A,N/A,2026-09-24,,Pokémon,Basic,,,
1996/10/15,Base,PMCG Promos (Japanese),JP,_____'s Pikachu (All Card Calendar '98),064,,Rare Holo,N/A,,N/A,jp-pmcg-promos-pokemon-japan-064,N/A,N/A,N/A,2026-09-24,,Pokémon,Basic,,,
1996/10/15,Base,PMCG Promos (Japanese),JP,Magikarp (Celadon Univ. '99),065,,Rare Holo,N/A,,N/A,jp-pmcg-promos-pokemon-japan-065,N/A,N/A,N/A,2026-09-24,,Pokémon,Basic,,,
1996/10/15,Base,PMCG Promos (Japanese),JP,Gyarados (Best Photo Contest '99),066,,Rare Holo,N/A,,N/A,jp-pmcg-promos-pokemon-japan-066,N/A,N/A,N/A,2026-09-24,,Pokémon,Basic,,,
1996/10/15,Base,PMCG Promos (Japanese),JP,Pikachu (Best Photo Contest '99),067,,Rare Holo,N/A,,N/A,jp-pmcg-promos-pokemon-japan-067,N/A,N/A,N/A,2026-09-24,,Pokémon,Basic,,,
1996/10/15,Base,PMCG Promos (Japanese),JP,Poliwag (Best Photo Contest '99),068,,Rare Holo,N/A,,N/A,jp-pmcg-promos-pokemon-japan-068,N/A,N/A,N/A,2026-09-24,,Pokémon,Basic,,,
1996/10/15,Base,PMCG Promos (Japanese),JP,Bulbasaur (Best Photo Contest '99),069,,Rare Holo,N/A,,N/A,jp-pmcg-promos-pokemon-japan-069,N/A,N/A,N/A,2026-09-24,,Pokémon,Basic,,,
1996/10/15,Base,PMCG Promos (Japanese),JP,Magikarp (Best Photo Contest '99),070,,Rare Holo,N/A,,N/A,jp-pmcg-promos-pokemon-japan-070,N/A,N/A,N/A,2026-09-24,,Pokémon,Basic,,,
1996/10/15,Base,PMCG Promos (Japanese),JP,Squirtle (Best Photo Contest '99),071,,Rare Holo,N/A,,N/A,jp-pmcg-promos-pokemon-japan-071,N/A,N/A,N/A,2026-09-24,,Pokémon,Basic,,,
1996/10/15,Base,PMCG Promos (Japanese),JP,Koffing (Best Photo Contest '99),072,,Rare Holo,N/A,,N/A,jp-pmcg-promos-pokemon-japan-072,N/A,N/A,N/A,2026-09-24,,Pokémon,Basic,,,
1996/10/15,Base,PMCG Promos (Japanese),JP,Chansey (Best Photo Contest '99),073,,Rare Holo,N/A,,N/A,jp-pmcg-promos-pokemon-japan-073,N/A,N/A,N/A,2026-09-24,,Pokémon,Basic,,,
1996/10/15,Base,PMCG Promos (Japanese),JP,Articuno (Best Photo Contest '99),074,,Rare Holo,N/A,,N/A,jp-pmcg-promos-pokemon-japan-074,N/A,N/A,N/A,2026-09-24,,Pokémon,Basic,,,
1996/10/15,Base,PMCG Promos (Japanese),JP,Charmander (Best Photo Contest '99),075,,Rare Holo,N/A,,N/A,jp-pmcg-promos-pokemon-japan-075,N/A,N/A,N/A,2026-09-24,,Pokémon,Basic,,,
1996/10/15,Base,PMCG Promos (Japanese),JP,Super Energy Retrieval (Fan Book '97),076,,Rare Holo,N/A,,N/A,jp-pmcg-promos-pokemon-japan-076,N/A,N/A,N/A,2026-09-24,,Pokémon,Basic,,,
1996/10/15,Base,PMCG Promos (Japanese),JP,Imakuni? (CoroCoro '97),077,,Rare Holo,N/A,,N/A,jp-pmcg-promos-pokemon-japan-077,N/A,N/A,N/A,2026-09-24,,Pokémon,Basic,,,
1996/10/15,Base,PMCG Promos (Japanese),JP,Computer Error (CoroCoro '97),078,,Rare Holo,N/A,,N/A,jp-pmcg-promos-pokemon-japan-078,N/A,N/A,N/A,2026-09-24,,Pokémon,Basic,,,
1996/10/15,Base,PMCG Promos (Japanese),JP,Trade Please! (Trade Please '98),079,,Rare Holo,N/A,,N/A,jp-pmcg-promos-pokemon-japan-079,N/A,N/A,N/A,2026-09-24,,Pokémon,Basic,,,
1996/10/15,Base,PMCG Promos (Japanese),JP,Touch Change! (Garura Tourney '98),080,,Rare Holo,N/A,,N/A,jp-pmcg-promos-pokemon-japan-080,N/A,N/A,N/A,2026-09-24,,Pokémon,Basic,,,
1996/10/15,Base,PMCG Promos (Japanese),JP,Computer Error (Song CD '99),081,,Rare Holo,N/A,,N/A,jp-pmcg-promos-pokemon-japan-081,N/A,N/A,N/A,2026-09-24,,Pokémon,Basic,,,
1996/10/15,Base,PMCG Promos (Japanese),JP,Koga's Ninja Gym (CoroCoro '99),082,,Rare Holo,N/A,,N/A,jp-pmcg-promos-pokemon-japan-082,N/A,N/A,N/A,2026-09-24,,Pokémon,Basic,,,
1996/10/15,Base,PMCG Promos (Japanese),JP,Tropical Wind (Tropical Battle '99),083,,Rare Holo,N/A,,N/A,jp-pmcg-promos-pokemon-japan-083,N/A,N/A,N/A,2026-09-24,,Pokémon,Basic,,,
1996/10/15,Base,PMCG Promos (Japanese),JP,Misty's Treatment (CD '99),084,,Rare Holo,N/A,,N/A,jp-pmcg-promos-pokemon-japan-084,N/A,N/A,N/A,2026-09-24,,Pokémon,Basic,,,
1996/10/15,Base,PMCG Promos (Japanese),JP,No. 1 Trainer (Pokémon Card Game Official Tournament '97),085,,Rare Holo,N/A,,N/A,jp-pmcg-promos-pokemon-japan-085,N/A,N/A,N/A,2026-09-24,,Pokémon,Basic,,,
1996/10/15,Base,PMCG Promos (Japanese),JP,No. 2 Trainer (Pokémon Card Game Official Tournament '97),086,,Rare Holo,N/A,,N/A,jp-pmcg-promos-pokemon-japan-086,N/A,N/A,N/A,2026-09-24,,Pokémon,Basic,,,
1996/10/15,Base,PMCG Promos (Japanese),JP,No. 3 Trainer (Pokémon Card Game Official Tournament '97),087,,Rare Holo,N/A,,N/A,jp-pmcg-promos-pokemon-japan-087,N/A,N/A,N/A,2026-09-24,,Pokémon,Basic,,,
1996/10/15,Base,PMCG Promos (Japanese),JP,No. 1 Trainer (Lizardon Mega Battle '97),088,,Rare Holo,N/A,,N/A,jp-pmcg-promos-pokemon-japan-088,N/A,N/A,N/A,2026-09-24,,Pokémon,Basic,,,
1996/10/15,Base,PMCG Promos (Japanese),JP,No. 2 Trainer (Lizardon Mega Battle '97),089,,Rare Holo,N/A,,N/A,jp-pmcg-promos-pokemon-japan-089,N/A,N/A,N/A,2026-09-24,,Pokémon,Basic,,,
1996/10/15,Base,PMCG Promos (Japanese),JP,No. 3 Trainer (Lizardon Mega Battle '97),090,,Rare Holo,N/A,,N/A,jp-pmcg-promos-pokemon-japan-090,N/A,N/A,N/A,2026-09-24,,Pokémon,Basic,,,
1996/10/15,Base,PMCG Promos (Japanese),JP,No. 1 Trainer (Kamex Mega Battle '98),091,,Rare Holo,N/A,,N/A,jp-pmcg-promos-pokemon-japan-091,N/A,N/A,N/A,2026-09-24,,Pokémon,Basic,,,
1996/10/15,Base,PMCG Promos (Japanese),JP,No. 2 Trainer (Kamex Mega Battle '98),092,,Rare Holo,N/A,,N/A,jp-pmcg-promos-pokemon-japan-092,N/A,N/A,N/A,2026-09-24,,Pokémon,Basic,,,
1996/10/15,Base,PMCG Promos (Japanese),JP,No. 3 Trainer (Kamex Mega Battle '98),093,,Rare Holo,N/A,,N/A,jp-pmcg-promos-pokemon-japan-093,N/A,N/A,N/A,2026-09-24,,Pokémon,Basic,,,
1996/10/15,Base,PMCG Promos (Japanese),JP,No. 1 Trainer (Tropical Battle '99),094,,Rare Holo,N/A,,N/A,jp-pmcg-promos-pokemon-japan-094,N/A,N/A,N/A,2026-09-24,,Pokémon,Basic,,,
1996/10/15,Base,PMCG Promos (Japanese),JP,No. 2 Trainer (Tropical Battle '99),095,,Rare Holo,N/A,,N/A,jp-pmcg-promos-pokemon-japan-095,N/A,N/A,N/A,2026-09-24,,Pokémon,Basic,,,
1996/10/15,Base,PMCG Promos (Japanese),JP,No. 3 Trainer (Tropical Battle '99),096,,Rare Holo,N/A,,N/A,jp-pmcg-promos-pokemon-japan-096,N/A,N/A,N/A,2026-09-24,,Pokémon,Basic,,,
1996/10/15,Base,PMCG Promos (Japanese),JP,No. 1 Trainer (Secret Super Battle '99),097,,Rare Holo,N/A,,N/A,jp-pmcg-promos-pokemon-japan-097,N/A,N/A,N/A,2026-09-24,,Pokémon,Basic,,,
1996/10/15,Base,PMCG Promos (Japanese),JP,No. 2 Trainer (Secret Super Battle '99),098,,Rare Holo,N/A,,N/A,jp-pmcg-promos-pokemon-japan-098,N/A,N/A,N/A,2026-09-24,,Pokémon,Basic,,,
1996/10/15,Base,PMCG Promos (Japanese),JP,No. 3 Trainer (Secret Super Battle '99),099,,Rare Holo,N/A,,N/A,jp-pmcg-promos-pokemon-japan-099,N/A,N/A,N/A,2026-09-24,,Pokémon,Basic,,,
1996/10/15,Base,PMCG Promos (Japanese),JP,Pokémon Illustrator (CoroCoro '97),100,,Rare Holo,N/A,,N/A,jp-pmcg-promos-pokemon-japan-100,N/A,N/A,N/A,2026-09-24,,Pokémon,Basic,,,
1996/10/20,Base,Base Set (Japanese),JP,Nidoking,11,,Rare Holo,$32.74,ebay,$39.44,jp-base-set-pokemon-japan-11,images/jp/jp-base-set-pokemon-japan-11.webp,N/A,N/A,2026-09-24,2026-09-24,Pokémon,Basic,,,
1996/10/20,Base,Base Set (Japanese),JP,Charizard,16,,Rare Holo,$995.77,ebay,$996.99,jp-base-set-pokemon-japan-16,images/jp/jp-base-set-pokemon-japan-16.webp,N/A,N/A,2026-09-24,2026-09-24,Pokémon,Basic,,,
1996/10/20,Base,Base Set (Japanese),JP,Ninetales,18,,Rare Holo,$64.69,ebay,$53.79,jp-base-set-pokemon-japan-18,images/jp/jp-base-set-pokemon-japan-18.webp,N/A,N/A,2026-09-24,2026-09-24,Pokémon,Basic,,,
1996/10/20,Base,Base Set (Japanese),JP,Blastoise,25,,Rare Holo,$205.66,ebay,$205.66,jp-base-set-pokemon-japan-25,images/jp/jp-base-set-pokemon-japan-25.webp,N/A,N/A,2026-09-24,2026-09-24,Pokémon,Basic,,,
1996/10/20,Base,Base Set (Japanese),JP,Poliwrath,28,,Rare Holo,$32.46,ebay,$31.49,jp-base-set-pokemon-japan-28,images/jp/jp-base-set-pokemon-japan-28.webp,N/A,N/A,2026-09-24,2026-09-24,Pokémon,Basic,,,
1996/10/20,Base,Base Set (Japanese),JP,Venusaur,3,,Rare Holo,$190.31,ebay,$190.31,jp-base-set-pokemon-japan-3,images/jp/jp-base-set-pokemon-japan-3.webp,N/A,N/A,2026-09-24,2026-09-24,Pokémon,Basic,,,
1996/10/20,Base,Base Set (Japanese),JP,Gyarados,34,,Rare Holo,$119.29,ebay,$119.29,jp-base-set-pokemon-japan-34,images/jp/jp-base-set-pokemon-japan-34.webp,N/A,N/A,2026-09-24,2026-09-24,Pokémon,Basic,,,
1996/10/20,Base,Base Set (Japanese),JP,Raichu,36,,Rare Holo,$39.66,ebay,$39.66,jp-base-set-pokemon-japan-36,images/jp/jp-base-set-pokemon-japan-36.webp,N/A,N/A,2026-09-24,2026-09-24,Pokémon,Basic,,,
1996/10/20,Base,Base Set (Japanese),JP,Magneton,38,,Rare Holo,$25.21,ebay,$25.21,jp-base-set-pokemon-japan-38,images/jp/jp-base-set-pokemon-japan-38.webp,N/A,N/A,2026-09-24,2026-09-24,Pokémon,Basic,,,
1996/10/20,Base,Base Set (Japanese),JP,Zapdos,42,,Rare Holo,$54.32,ebay,$45.94,jp-base-set-pokemon-japan-42,images/jp/jp-base-set-pokemon-japan-42.webp,N/A,N/A,2026-09-24,2026-09-24,Pokémon,Basic,,,
1996/10/20,Base,Base Set (Japanese),JP,Alakazam,45,,Rare Holo,$118.31,ebay,$118.31,jp-base-set-pokemon-japan-45,images/jp/jp-base-set-pokemon-japan-45.webp,N/A,N/A,2026-09-24,2026-09-24,Pokémon,Basic,,,
1996/10/20,Base,Base Set (Japanese),JP,Mewtwo,50,,Rare Holo,$173.98,ebay,$182.32,jp-base-set-pokemon-japan-50,images/jp/jp-base-set-pokemon-japan-50.webp,N/A,N/A,2026-09-24,2026-09-24,Pokémon,Basic,,,
1996/10/20,Base,Base Set (Japanese),JP,Machamp,56,,Rare Holo,$46.93,ebay,$46.93,jp-base-set-pokemon-japan-56,images/jp/jp-base-set-pokemon-japan-56.webp,N/A,N/A,2026-09-24,2026-09-24,Pokémon,Basic,,,
1996/10/20,Base,Base Set (Japanese),JP,Hitmonchan,58,,Rare Holo,$67.31,ebay,$67.31,jp-base-set-pokemon-japan-58,images/jp/jp-base-set-pokemon-japan-58.webp,N/A,N/A,2026-09-24,2026-09-24,Pokémon,Basic,,,
1996/10/20,Base,Base Set (Japanese),JP,Clefairy,63,,Rare Holo,$30.74,ebay,$30.71,jp-base-set-pokemon-japan-63,images/jp/jp-base-set-pokemon-japan-63.webp,N/A,N/A,2026-09-24,2026-09-24,Pokémon,Basic,,,
1996/10/20,Base,Base Set (Japanese),JP,Chansey,66,,Rare Holo,$56.33,ebay,$53.09,jp-base-set-pokemon-japan-66,images/jp/jp-base-set-pokemon-japan-66.webp,N/A,N/A,2026-09-24,2026-09-24,Pokémon,Basic,,,
